DATE,Measure,Value
19260628,TMIN,45
19260628,TMAX,85
19260628,TOBS,82
19260629,TMIN,51
19260629,TMAX,90
19260629,TOBS,85
19260630,TMIN,66
19260630,TMAX,91
19260630,TOBS,82
19260701,TMIN,55
19260701,TMAX,91
19260701,TOBS,81
19260702,TMIN,65
19260702,TMAX,97
19260702,TOBS,95
19260703,TMIN,68
19260703,TMAX,96
19260703,TOBS,94
19260704,TMIN,69
19260704,TMAX,94
19260704,TOBS,74
19260705,TMIN,70
19260705,TMAX,86
19260705,TOBS,86
19260706,TMIN,69
19260706,TMAX,87
19260706,TOBS,74
19260707,TMIN,62
19260707,TMAX,91
19260707,TOBS,82
19260708,TMIN,63
19260708,TMAX,93
19260708,TOBS,82
19260709,TMIN,68
19260709,TMAX,90
19260709,TOBS,73
19260710,TMIN,67
19260710,TMAX,80
19260710,TOBS,68
19260711,TMIN,57
19260711,TMAX,77
19260711,TOBS,68
19260712,TMIN,54
19260712,TMAX,82
19260712,TOBS,78
19260713,TMIN,63
19260713,TMAX,78
19260713,TOBS,69
19260714,TMIN,49
19260714,TMAX,74
19260714,TOBS,63
19260715,TMIN,48
19260715,TMAX,81
19260715,TOBS,67
19260716,TMIN,57
19260716,TMAX,84
19260716,TOBS,75
19260717,TMIN,54
19260717,TMAX,87
19260717,TOBS,81
19260718,TMIN,59
19260718,TMAX,91
19260718,TOBS,72
19260719,TMIN,62
19260719,TMAX,96
19260719,TOBS,93
19260720,TMIN,62
19260720,TMAX,96
19260720,TOBS,95
19260721,TMIN,61
19260721,TMAX,98
19260721,TOBS,95
19260722,TMIN,68
19260722,TMAX,96
19260722,TOBS,87
19260723,TMIN,66
19260723,TMAX,86
19260723,TOBS,84
19260724,TMIN,59
19260724,TMAX,90
19260724,TOBS,87
19260725,TMIN,55
19260725,TMAX,89
19260725,TOBS,82
19260726,TMIN,64
19260726,TMAX,82
19260726,TOBS,82
19260727,TMIN,67
19260727,TMAX,82
19260727,TOBS,78
19260728,TMIN,59
19260728,TMAX,86
19260728,TOBS,71
19260729,TMIN,61
19260729,TMAX,89
19260729,TOBS,76
19260730,TMIN,64
19260730,TMAX,89
19260730,TOBS,83
19260731,TMIN,68
19260731,TMAX,83
19260731,TOBS,78
19260801,TMIN,71
19260801,TMAX,85
19260801,TOBS,85
19260802,TMIN,70
19260802,TMAX,86
19260802,TOBS,83
19260803,TMIN,68
19260803,TMAX,85
19260803,TOBS,79
19260804,TMIN,68
19260804,TMAX,92
19260804,TOBS,85
19260805,TMIN,69
19260805,TMAX,92
19260805,TOBS,78
19260806,TMIN,67
19260806,TMAX,92
19260806,TOBS,69
19260807,TMIN,65
19260807,TMAX,77
19260807,TOBS,72
19260808,TMIN,57
19260808,TMAX,81
19260808,TOBS,79
19260809,TMIN,59
19260809,TMAX,83
19260809,TOBS,67
19260810,TMIN,61
19260810,TMAX,94
19260810,TOBS,79
19260811,TMIN,65
19260811,TMAX,94
19260811,TOBS,80
19260812,TMIN,69
19260812,TMAX,88
19260812,TOBS,79
19260813,TMIN,70
19260813,TMAX,88
19260813,TOBS,81
19260814,TMIN,70
19260814,TMAX,88
19260814,TOBS,75
19260815,TMIN,69
19260815,TMAX,83
19260815,TOBS,80
19260816,TMIN,60
19260816,TMAX,83
19260816,TOBS,78
19260817,TMIN,69
19260817,TMAX,78
19260817,TOBS,78
19260818,TMIN,70
19260818,TMAX,84
19260818,TOBS,75
19260819,TMIN,68
19260819,TMAX,82
19260819,TOBS,78
19260820,TMIN,70
19260820,TMAX,86
19260820,TOBS,77
19260821,TMIN,66
19260821,TMAX,87
19260821,TOBS,79
19260822,TMIN,62
19260822,TMAX,88
19260822,TOBS,83
19260823,TMIN,61
19260823,TMAX,88
19260823,TOBS,79
19260824,TMIN,65
19260824,TMAX,78
19260824,TOBS,66
19260825,TMIN,55
19260825,TMAX,80
19260825,TOBS,72
19260826,TMIN,53
19260826,TMAX,84
19260826,TOBS,69
19260827,TMIN,60
19260827,TMAX,89
19260827,TOBS,81
19260828,TMIN,60
19260828,TMAX,92
19260828,TOBS,92
19260829,TMIN,65
19260829,TMAX,93
19260829,TOBS,82
19260830,TMIN,64
19260830,TMAX,82
19260830,TOBS,69
19260831,TMIN,55
19260831,TMAX,81
19260831,TOBS,76
19260901,TMIN,66
19260901,TMAX,83
19260901,TOBS,79
19260902,TMIN,66
19260902,TMAX,85
19260902,TOBS,69
19260903,TMIN,67
19260903,TMAX,89
19260903,TOBS,80
19260904,TMIN,67
19260904,TMAX,89
19260904,TOBS,74
19260905,TMIN,70
19260905,TMAX,86
19260905,TOBS,78
19260906,TMIN,65
19260906,TMAX,78
19260906,TOBS,67
19260907,TMIN,53
19260907,TMAX,84
19260907,TOBS,79
19260908,TMIN,55
19260908,TMAX,84
19260908,TOBS,82
19260909,TMIN,67
19260909,TMAX,82
19260909,TOBS,68
19260910,TMIN,45
19260910,TMAX,76
19260910,TOBS,69
19260911,TMIN,47
19260911,TMAX,80
19260911,TOBS,69
19260912,TMIN,50
19260912,TMAX,85
19260912,TOBS,76
19260913,TMIN,59
19260913,TMAX,76
19260913,TOBS,68
19260914,TMIN,54
19260914,TMAX,87
19260914,TOBS,82
19260915,TMIN,61
19260915,TMAX,88
19260915,TOBS,69
19260916,TMIN,63
19260916,TMAX,85
19260916,TOBS,78
19260917,TMIN,60
19260917,TMAX,82
19260917,TOBS,78
19260918,TMIN,57
19260918,TMAX,87
19260918,TOBS,81
19260919,TMIN,57
19260919,TMAX,85
19260919,TOBS,77
19260920,TMIN,62
19260920,TMAX,79
19260920,TOBS,70
19260921,TMIN,56
19260921,TMAX,82
19260921,TOBS,81
19260922,TMIN,60
19260922,TMAX,88
19260922,TOBS,84
19260923,TMIN,65
19260923,TMAX,89
19260923,TOBS,75
19260924,TMIN,74
19260924,TMAX,89
19260924,TOBS,84
19260925,TMIN,54
19260925,TMAX,84
19260925,TOBS,55
19260926,TMIN,36
19260926,TMAX,61
19260926,TOBS,55
19260927,TMIN,48
19260927,TMAX,58
19260927,TOBS,55
19260928,TMIN,49
19260928,TMAX,55
19260928,TOBS,55
19260929,TMIN,53
19260929,TMAX,68
19260929,TOBS,65
19260930,TMIN,60
19260930,TMAX,74
19260930,TOBS,69
19261001,TMIN,64
19261001,TMAX,89
19261001,TOBS,85
19261002,TMIN,65
19261002,TMAX,86
19261002,TOBS,83
19261003,TMIN,63
19261003,TMAX,88
19261003,TOBS,82
19261004,TMIN,69
19261004,TMAX,86
19261004,TOBS,75
19261005,TMIN,60
19261005,TMAX,75
19261005,TOBS,65
19261006,TMIN,49
19261006,TMAX,65
19261006,TOBS,54
19261007,TMIN,37
19261007,TMAX,63
19261007,TOBS,55
19261008,TMIN,38
19261008,TMAX,71
19261008,TOBS,63
19261009,TMIN,44
19261009,TMAX,80
19261009,TOBS,71
19261010,TMIN,57
19261010,TMAX,72
19261010,TOBS,62
19261011,TMIN,60
19261011,TMAX,75
19261011,TOBS,69
19261012,TMIN,53
19261012,TMAX,79
19261012,TOBS,70
19261013,TMIN,56
19261013,TMAX,70
19261013,TOBS,62
19261014,TMIN,40
19261014,TMAX,72
19261014,TOBS,64
19261015,TMIN,38
19261015,TMAX,70
19261015,TOBS,65
19261016,TMIN,39
19261016,TMAX,69
19261016,TOBS,61
19261017,TMIN,41
19261017,TMAX,63
19261017,TOBS,54
19261018,TMIN,45
19261018,TMAX,69
19261018,TOBS,66
19261019,TMIN,42
19261019,TMAX,66
19261019,TOBS,53
19261020,TMIN,45
19261020,TMAX,53
19261020,TOBS,49
19261021,TMIN,31
19261021,TMAX,59
19261021,TOBS,50
19261022,TMIN,38
19261022,TMAX,63
19261022,TOBS,48
19261023,TMIN,31
19261023,TMAX,66
19261023,TOBS,51
19261024,TMIN,42
19261024,TMAX,51
19261024,TOBS,44
19261025,TMIN,33
19261025,TMAX,44
19261025,TOBS,36
19261026,TMIN,31
19261026,TMAX,50
19261026,TOBS,44
19261027,TMIN,25
19261027,TMAX,57
19261027,TOBS,50
19261028,TMIN,40
19261028,TMAX,73
19261028,TOBS,67
19261029,TMIN,51
19261029,TMAX,67
19261029,TOBS,54
19261030,TMIN,43
19261030,TMAX,54
19261030,TOBS,44
19261031,TMIN,37
19261031,TMAX,54
19261031,TOBS,44
19261101,TMIN,31
19261101,TMAX,62
19261101,TOBS,44
19261102,TMIN,27
19261102,TMAX,45
19261102,TOBS,39
19261103,TMIN,21
19261103,TMAX,47
19261103,TOBS,43
19261104,TMIN,36
19261104,TMAX,43
19261104,TOBS,40
19261105,TMIN,34
19261105,TMAX,53
19261105,TOBS,46
19261106,TMIN,30
19261106,TMAX,63
19261106,TOBS,55
19261107,TMIN,31
19261107,TMAX,66
19261107,TOBS,55
19261108,TMIN,30
19261108,TMAX,68
19261108,TOBS,61
19261109,TMIN,36
19261109,TMAX,61
19261109,TOBS,37
19261110,TMIN,26
19261110,TMAX,37
19261110,TOBS,31
19261111,TMIN,16
19261111,TMAX,41
19261111,TOBS,34
19261112,TMIN,17
19261112,TMAX,53
19261112,TOBS,47
19261113,TMIN,33
19261113,TMAX,61
19261113,TOBS,53
19261114,TMIN,46
19261114,TMAX,69
19261114,TOBS,67
19261115,TMIN,49
19261115,TMAX,67
19261115,TOBS,51
19261116,TMIN,37
19261116,TMAX,51
19261116,TOBS,40
19261117,TMIN,30
19261117,TMAX,57
19261117,TOBS,51
19261118,TMIN,30
19261118,TMAX,51
19261118,TOBS,31
19261119,TMIN,29
19261119,TMAX,31
19261119,TOBS,31
19261120,TMIN,26
19261120,TMAX,32
19261120,TOBS,30
19261121,TMIN,25
19261121,TMAX,36
19261121,TOBS,30
19261122,TMIN,15
19261122,TMAX,39
19261122,TOBS,34
19261123,TMIN,21
19261123,TMAX,48
19261123,TOBS,42
19261124,TMIN,32
19261124,TMAX,49
19261124,TOBS,34
19261125,TMIN,25
19261125,TMAX,51
19261125,TOBS,51
19261126,TMIN,36
19261126,TMAX,58
19261126,TOBS,37
19261127,TMIN,26
19261127,TMAX,37
19261127,TOBS,28
19261128,TMIN,27
19261128,TMAX,58
19261128,TOBS,57
19261129,TMIN,38
19261129,TMAX,58
19261129,TOBS,39
19261130,TMIN,32
19261130,TMAX,45
19261130,TOBS,41
19261201,TMIN,29
19261201,TMAX,47
19261201,TOBS,30
19261202,TMIN,13
19261202,TMAX,33
19261202,TOBS,32
19261203,TMIN,31
19261203,TMAX,62
19261203,TOBS,56
19261204,TMIN,30
19261204,TMAX,55
19261204,TOBS,31
19261205,TMIN,27
19261205,TMAX,33
19261205,TOBS,29
19261206,TMIN,19
19261206,TMAX,31
19261206,TOBS,27
19261207,TMIN,20
19261207,TMAX,39
19261207,TOBS,39
19261208,TMIN,35
19261208,TMAX,50
19261208,TOBS,37
19261209,TMIN,32
19261209,TMAX,39
19261209,TOBS,34
19261210,TMIN,32
19261210,TMAX,36
19261210,TOBS,36
19261211,TMIN,34
19261211,TMAX,42
19261211,TOBS,38
19261212,TMIN,30
19261212,TMAX,46
19261212,TOBS,46
19261213,TMIN,38
19261213,TMAX,62
19261213,TOBS,39
19261214,TMIN,13
19261214,TMAX,39
19261214,TOBS,27
19261215,TMIN,10
19261215,TMAX,22
19261215,TOBS,14
19261216,TMIN,9
19261216,TMAX,28
19261216,TOBS,26
19261217,TMIN,22
19261217,TMAX,32
19261217,TOBS,27
19261218,TMIN,7
19261218,TMAX,28
19261218,TOBS,20
19261219,TMIN,13
19261219,TMAX,39
19261219,TOBS,39
19261220,TMIN,37
19261220,TMAX,42
19261220,TOBS,42
19261221,TMIN,32
19261221,TMAX,42
19261221,TOBS,35
19261222,TMIN,33
19261222,TMAX,39
19261222,TOBS,39
19261223,TMIN,34
19261223,TMAX,51
19261223,TOBS,44
19261224,TMIN,37
19261224,TMAX,47
19261224,TOBS,38
19261225,TMIN,31
19261225,TMAX,38
19261225,TOBS,31
19261226,TMIN,20
19261226,TMAX,31
19261226,TOBS,27
19261227,TMIN,22
19261227,TMAX,32
19261227,TOBS,32
19261228,TMIN,29
19261228,TMAX,33
19261228,TOBS,30
19261229,TMIN,14
19261229,TMAX,30
19261229,TOBS,19
19261230,TMIN,-3
19261230,TMAX,35
19261230,TOBS,31
19261231,TMIN,26
19261231,TMAX,36
19261231,TOBS,33
19270101,TMIN,23
19270101,TMAX,35
19270101,TOBS,26
19270102,TMIN,11
19270102,TMAX,39
19270102,TOBS,37
19270103,TMIN,31
19270103,TMAX,40
19270103,TOBS,37
19270104,TMIN,34
19270104,TMAX,43
19270104,TOBS,39
19270105,TMIN,34
19270105,TMAX,42
19270105,TOBS,39
19270106,TMIN,24
19270106,TMAX,39
19270106,TOBS,30
19270107,TMIN,14
19270107,TMAX,34
19270107,TOBS,30
19270108,TMIN,23
19270108,TMAX,31
19270108,TOBS,29
19270109,TMIN,23
19270109,TMAX,31
19270109,TOBS,29
19270110,TMIN,19
19270110,TMAX,29
19270110,TOBS,24
19270111,TMIN,4
19270111,TMAX,31
19270111,TOBS,24
19270112,TMIN,5
19270112,TMAX,31
19270112,TOBS,29
19270113,TMIN,28
19270113,TMAX,39
19270113,TOBS,36
19270114,TMIN,11
19270114,TMAX,43
19270114,TOBS,12
19270115,TMIN,-6
19270115,TMAX,14
19270115,TOBS,11
19270116,TMIN,4
19270116,TMAX,33
19270116,TOBS,27
19270117,TMIN,15
19270117,TMAX,43
19270117,TOBS,36
19270118,TMIN,25
19270118,TMAX,40
19270118,TOBS,39
19270119,TMIN,35
19270119,TMAX,51
19270119,TOBS,37
19270120,TMIN,31
19270120,TMAX,37
19270120,TOBS,36
19270121,TMIN,34
19270121,TMAX,50
19270121,TOBS,47
19270122,TMIN,29
19270122,TMAX,47
19270122,TOBS,30
19270123,TMIN,27
19270123,TMAX,33
19270123,TOBS,33
19270124,TMIN,25
19270124,TMAX,33
19270124,TOBS,31
19270125,TMIN,18
19270125,TMAX,46
19270125,TOBS,41
19270126,TMIN,14
19270126,TMAX,41
19270126,TOBS,19
19270127,TMIN,9
19270127,TMAX,39
19270127,TOBS,32
19270128,TMIN,28
19270128,TMAX,41
19270128,TOBS,40
19270129,TMIN,37
19270129,TMAX,51
19270129,TOBS,50
19270130,TMIN,40
19270130,TMAX,59
19270130,TOBS,43
19270131,TMIN,30
19270131,TMAX,45
19270131,TOBS,44
19270201,TMIN,24
19270201,TMAX,45
19270201,TOBS,40
19270202,TMIN,30
19270202,TMAX,55
19270202,TOBS,52
19270203,TMIN,27
19270203,TMAX,63
19270203,TOBS,63
19270204,TMIN,32
19270204,TMAX,63
19270204,TOBS,49
19270205,TMIN,42
19270205,TMAX,72
19270205,TOBS,65
19270206,TMIN,46
19270206,TMAX,65
19270206,TOBS,48
19270207,TMIN,35
19270207,TMAX,56
19270207,TOBS,48
19270208,TMIN,26
19270208,TMAX,55
19270208,TOBS,49
19270209,TMIN,28
19270209,TMAX,49
19270209,TOBS,37
19270210,TMIN,26
19270210,TMAX,37
19270210,TOBS,30
19270211,TMIN,7
19270211,TMAX,39
19270211,TOBS,35
19270212,TMIN,22
19270212,TMAX,50
19270212,TOBS,45
19270213,TMIN,28
19270213,TMAX,45
19270213,TOBS,35
19270214,TMIN,34
19270214,TMAX,58
19270214,TOBS,50
19270215,TMIN,33
19270215,TMAX,57
19270215,TOBS,49
19270216,TMIN,40
19270216,TMAX,66
19270216,TOBS,60
19270217,TMIN,33
19270217,TMAX,61
19270217,TOBS,58
19270218,TMIN,24
19270218,TMAX,58
19270218,TOBS,27
19270219,TMIN,20
19270219,TMAX,36
19270219,TOBS,31
19270220,TMIN,24
19270220,TMAX,31
19270220,TOBS,26
19270221,TMIN,19
19270221,TMAX,46
19270221,TOBS,44
19270222,TMIN,27
19270222,TMAX,47
19270222,TOBS,47
19270223,TMIN,43
19270223,TMAX,58
19270223,TOBS,55
19270224,TMIN,30
19270224,TMAX,55
19270224,TOBS,55
19270225,TMIN,35
19270225,TMAX,54
19270225,TOBS,37
19270226,TMIN,25
19270226,TMAX,37
19270226,TOBS,34
19270227,TMIN,34
19270227,TMAX,34
19270227,TOBS,29
19270228,TMIN,26
19270228,TMAX,39
19270228,TOBS,37
19270301,TMIN,27
19270301,TMAX,37
19270301,TOBS,29
19270302,TMIN,20
19270302,TMAX,35
19270302,TOBS,30
19270303,TMIN,20
19270303,TMAX,41
19270303,TOBS,38
19270304,TMIN,13
19270304,TMAX,50
19270304,TOBS,42
19270305,TMIN,20
19270305,TMAX,52
19270305,TOBS,44
19270306,TMIN,41
19270306,TMAX,49
19270306,TOBS,47
19270307,TMIN,29
19270307,TMAX,58
19270307,TOBS,54
19270308,TMIN,35
19270308,TMAX,54
19270308,TOBS,46
19270309,TMIN,27
19270309,TMAX,50
19270309,TOBS,41
19270310,TMIN,20
19270310,TMAX,65
19270310,TOBS,59
19270311,TMIN,46
19270311,TMAX,69
19270311,TOBS,56
19270312,TMIN,53
19270312,TMAX,63
19270312,TOBS,62
19270313,TMIN,29
19270313,TMAX,62
19270313,TOBS,64
19270314,TMIN,43
19270314,TMAX,61
19270314,TOBS,49
19270315,TMIN,29
19270315,TMAX,67
19270315,TOBS,64
19270316,TMIN,31
19270316,TMAX,76
19270316,TOBS,72
19270317,TMIN,40
19270317,TMAX,72
19270317,TOBS,66
19270318,TMIN,49
19270318,TMAX,66
19270318,TOBS,61
19270319,TMIN,53
19270319,TMAX,61
19270319,TOBS,55
19270320,TMIN,42
19270320,TMAX,65
19270320,TOBS,63
19270321,TMIN,35
19270321,TMAX,62
19270321,TOBS,36
19270322,TMIN,33
19270322,TMAX,41
19270322,TOBS,40
19270323,TMIN,30
19270323,TMAX,46
19270323,TOBS,42
19270324,TMIN,31
19270324,TMAX,51
19270324,TOBS,45
19270325,TMIN,30
19270325,TMAX,58
19270325,TOBS,53
19270326,TMIN,37
19270326,TMAX,52
19270326,TOBS,39
19270327,TMIN,34
19270327,TMAX,46
19270327,TOBS,41
19270328,TMIN,22
19270328,TMAX,50
19270328,TOBS,46
19270329,TMIN,23
19270329,TMAX,58
19270329,TOBS,56
19270330,TMIN,34
19270330,TMAX,61
19270330,TOBS,54
19270331,TMIN,40
19270331,TMAX,59
19270331,TOBS,55
19270401,TMIN,41
19270401,TMAX,72
19270401,TOBS,59
19270402,TMIN,36
19270402,TMAX,59
19270402,TOBS,40
19270403,TMIN,33
19270403,TMAX,49
19270403,TOBS,47
19270404,TMIN,36
19270404,TMAX,63
19270404,TOBS,62
19270405,TMIN,51
19270405,TMAX,64
19270405,TOBS,62
19270406,TMIN,36
19270406,TMAX,70
19270406,TOBS,67
19270407,TMIN,36
19270407,TMAX,67
19270407,TOBS,47
19270408,TMIN,38
19270408,TMAX,52
19270408,TOBS,50
19270409,TMIN,46
19270409,TMAX,54
19270409,TOBS,51
19270410,TMIN,41
19270410,TMAX,58
19270410,TOBS,52
19270411,TMIN,32
19270411,TMAX,62
19270411,TOBS,56
19270412,TMIN,34
19270412,TMAX,71
19270412,TOBS,64
19270413,TMIN,45
19270413,TMAX,64
19270413,TOBS,46
19270414,TMIN,39
19270414,TMAX,56
19270414,TOBS,55
19270415,TMIN,48
19270415,TMAX,76
19270415,TOBS,73
19270416,TMIN,57
19270416,TMAX,72
19270416,TOBS,66
19270417,TMIN,45
19270417,TMAX,81
19270417,TOBS,74
19270418,TMIN,55
19270418,TMAX,74
19270418,TOBS,66
19270419,TMIN,61
19270419,TMAX,83
19270419,TOBS,78
19270420,TMIN,56
19270420,TMAX,78
19270420,TOBS,63
19270421,TMIN,44
19270421,TMAX,69
19270421,TOBS,46
19270422,TMIN,32
19270422,TMAX,47
19270422,TOBS,43
19270423,TMIN,31
19270423,TMAX,44
19270423,TOBS,41
19270424,TMIN,23
19270424,TMAX,52
19270424,TOBS,51
19270425,TMIN,26
19270425,TMAX,58
19270425,TOBS,54
19270426,TMIN,48
19270426,TMAX,72
19270426,TOBS,69
19270427,TMIN,55
19270427,TMAX,72
19270427,TOBS,62
19270428,TMIN,41
19270428,TMAX,75
19270428,TOBS,70
19270429,TMIN,50
19270429,TMAX,71
19270429,TOBS,56
19270430,TMIN,42
19270430,TMAX,60
19270430,TOBS,54
19270501,TMIN,33
19270501,TMAX,67
19270501,TOBS,65
19270502,TMIN,36
19270502,TMAX,75
19270502,TOBS,73
19270503,TMIN,50
19270503,TMAX,77
19270503,TOBS,63
19270504,TMIN,53
19270504,TMAX,70
19270504,TOBS,66
19270505,TMIN,44
19270505,TMAX,71
19270505,TOBS,66
19270506,TMIN,51
19270506,TMAX,72
19270506,TOBS,66
19270507,TMIN,55
19270507,TMAX,77
19270507,TOBS,72
19270508,TMIN,57
19270508,TMAX,79
19270508,TOBS,79
19270509,TMIN,63
19270509,TMAX,88
19270509,TOBS,81
19270510,TMIN,59
19270510,TMAX,81
19270510,TOBS,73
19270511,TMIN,48
19270511,TMAX,73
19270511,TOBS,50
19270512,TMIN,43
19270512,TMAX,56
19270512,TOBS,54
19270513,TMIN,37
19270513,TMAX,67
19270513,TOBS,57
19270514,TMIN,50
19270514,TMAX,63
19270514,TOBS,54
19270515,TMIN,43
19270515,TMAX,49
19270515,TOBS,47
19270516,TMIN,44
19270516,TMAX,66
19270516,TOBS,60
19270517,TMIN,33
19270517,TMAX,72
19270517,TOBS,65
19270518,TMIN,59
19270518,TMAX,74
19270518,TOBS,71
19270519,TMIN,59
19270519,TMAX,72
19270519,TOBS,60
19270520,TMIN,46
19270520,TMAX,73
19270520,TOBS,73
19270521,TMIN,55
19270521,TMAX,92
19270521,TOBS,82
19270522,TMIN,62
19270522,TMAX,85
19270522,TOBS,77
19270523,TMIN,63
19270523,TMAX,81
19270523,TOBS,65
19270524,TMIN,59
19270524,TMAX,80
19270524,TOBS,67
19270525,TMIN,62
19270525,TMAX,75
19270525,TOBS,72
19270526,TMIN,58
19270526,TMAX,72
19270526,TOBS,60
19270527,TMIN,40
19270527,TMAX,65
19270527,TOBS,56
19270528,TMIN,50
19270528,TMAX,76
19270528,TOBS,76
19270529,TMIN,59
19270529,TMAX,83
19270529,TOBS,80
19270530,TMIN,66
19270530,TMAX,80
19270530,TOBS,75
19270531,TMIN,58
19270531,TMAX,76
19270531,TOBS,71
19270601,TMIN,48
19270601,TMAX,73
19270601,TOBS,69
19270602,TMIN,52
19270602,TMAX,69
19270602,TOBS,60
19270603,TMIN,50
19270603,TMAX,77
19270603,TOBS,71
19270604,TMIN,67
19270604,TMAX,76
19270604,TOBS,73
19270605,TMIN,60
19270605,TMAX,74
19270605,TOBS,65
19270606,TMIN,42
19270606,TMAX,68
19270606,TOBS,68
19270607,TMIN,43
19270607,TMAX,73
19270607,TOBS,65
19270608,TMIN,48
19270608,TMAX,80
19270608,TOBS,76
19270609,TMIN,51
19270609,TMAX,85
19270609,TOBS,82
19270610,TMIN,65
19270610,TMAX,86
19270610,TOBS,81
19270611,TMIN,55
19270611,TMAX,84
19270611,TOBS,77
19270612,TMIN,62
19270612,TMAX,77
19270612,TOBS,68
19270613,TMIN,52
19270613,TMAX,68
19270613,TOBS,60
19270614,TMIN,52
19270614,TMAX,67
19270614,TOBS,65
19270615,TMIN,48
19270615,TMAX,72
19270615,TOBS,65
19270616,TMIN,47
19270616,TMAX,74
19270616,TOBS,66
19270617,TMIN,51
19270617,TMAX,77
19270617,TOBS,71
19270618,TMIN,63
19270618,TMAX,75
19270618,TOBS,70
19270619,TMIN,53
19270619,TMAX,82
19270619,TOBS,80
19270620,TMIN,56
19270620,TMAX,83
19270620,TOBS,73
19270621,TMIN,61
19270621,TMAX,76
19270621,TOBS,72
19270622,TMIN,63
19270622,TMAX,79
19270622,TOBS,77
19270623,TMIN,58
19270623,TMAX,81
19270623,TOBS,73
19270624,TMIN,52
19270624,TMAX,81
19270624,TOBS,81
19270625,TMIN,55
19270625,TMAX,85
19270625,TOBS,83
19270626,TMIN,59
19270626,TMAX,83
19270626,TOBS,72
19270627,TMIN,45
19270627,TMAX,80
19270627,TOBS,78
19270628,TMIN,47
19270628,TMAX,88
19270628,TOBS,79
19270629,TMIN,59
19270629,TMAX,93
19270629,TOBS,91
19270630,TMIN,66
19270630,TMAX,96
19270630,TOBS,88
19270701,TMIN,67
19270701,TMAX,96
19270701,TOBS,89
19270702,TMIN,69
19270702,TMAX,89
19270702,TOBS,81
19270703,TMIN,62
19270703,TMAX,81
19270703,TOBS,75
19270704,TMIN,50
19270704,TMAX,76
19270704,TOBS,74
19270705,TMIN,49
19270705,TMAX,84
19270705,TOBS,70
19270706,TMIN,55
19270706,TMAX,88
19270706,TOBS,83
19270707,TMIN,67
19270707,TMAX,85
19270707,TOBS,83
19270708,TMIN,51
19270708,TMAX,83
19270708,TOBS,77
19270709,TMIN,50
19270709,TMAX,87
19270709,TOBS,85
19270710,TMIN,51
19270710,TMAX,89
19270710,TOBS,83
19270711,TMIN,54
19270711,TMAX,91
19270711,TOBS,87
19270712,TMIN,62
19270712,TMAX,97
19270712,TOBS,79
19270713,TMIN,61
19270713,TMAX,95
19270713,TOBS,93
19270714,TMIN,70
19270714,TMAX,92
19270714,TOBS,80
19270715,TMIN,66
19270715,TMAX,84
19270715,TOBS,82
19270716,TMIN,69
19270716,TMAX,84
19270716,TOBS,83
19270717,TMIN,72
19270717,TMAX,84
19270717,TOBS,77
19270718,TMIN,55
19270718,TMAX,85
19270718,TOBS,76
19270719,TMIN,59
19270719,TMAX,86
19270719,TOBS,74
19270720,TMIN,61
19270720,TMAX,86
19270720,TOBS,82
19270721,TMIN,63
19270721,TMAX,91
19270721,TOBS,87
19270722,TMIN,69
19270722,TMAX,86
19270722,TOBS,79
19270723,TMIN,62
19270723,TMAX,80
19270723,TOBS,74
19270724,TMIN,51
19270724,TMAX,82
19270724,TOBS,77
19270725,TMIN,53
19270725,TMAX,87
19270725,TOBS,84
19270726,TMIN,55
19270726,TMAX,89
19270726,TOBS,82
19270727,TMIN,61
19270727,TMAX,92
19270727,TOBS,88
19270728,TMIN,60
19270728,TMAX,93
19270728,TOBS,82
19270729,TMIN,68
19270729,TMAX,93
19270729,TOBS,76
19270730,TMIN,68
19270730,TMAX,82
19270730,TOBS,72
19270731,TMIN,67
19270731,TMAX,84
19270731,TOBS,83
19270801,TMIN,60
19270801,TMAX,86
19270801,TOBS,82
19270802,TMIN,52
19270802,TMAX,82
19270802,TOBS,71
19270803,TMIN,57
19270803,TMAX,72
19270803,TOBS,72
19270804,TMIN,53
19270804,TMAX,80
19270804,TOBS,78
19270805,TMIN,55
19270805,TMAX,84
19270805,TOBS,81
19270806,TMIN,57
19270806,TMAX,87
19270806,TOBS,76
19270807,TMIN,63
19270807,TMAX,90
19270807,TOBS,86
19270808,TMIN,68
19270808,TMAX,86
19270808,TOBS,77
19270809,TMIN,63
19270809,TMAX,78
19270809,TOBS,69
19270810,TMIN,48
19270810,TMAX,81
19270810,TOBS,78
19270811,TMIN,50
19270811,TMAX,83
19270811,TOBS,83
19270812,TMIN,51
19270812,TMAX,88
